0
0.00580499
0.01161
0.017415
0.02322
0.0290249	98.1688
0.0348299	98.4528
0.0406349	98.3391
0.0464399	98.1121
0.0522449	98.2823
0.0580499	98.4528
0.0638549	98.2823
0.0696599	98.2255
0.0754649	98.5096
0.0812698	98.2823
0.0870748	97.9989
0.0928798	98.2255
0.0986848	98.5096
0.10449	98.2823
0.110295	98.2255
0.1161	98.2255
0.121905	98.1688
0.12771	98.0555
0.133515	98.2823
0.13932	98.4528
0.145125	98.3959
0.15093	98.2823
0.156735	98.3391
0.16254	98.3391
0.168345	98.3959
0.17415	98.4528
0.179955	98.3959
0.18576	98.3959	588.348
0.191565	98.3391	588.348
0.19737	98.2255	588.008
0.203175	98.2255	588.008
0.20898	98.2255	587.669
0.214785	98.3391	587.669
8.53333	98.5096	146.663	196.906
8.53914	99.1376	147.854	197.361
8.54494	99.6543	150.178	198.275
8.55075	98.2823	154.4	196.224
8.55655	99.8848	145.818	199.77
8.56236	97.8292	154.846	195.432
8.56816	97.6598	149.313	195.545
8.57397	98.1688	147.768	196.111
8.57977	98.9088	147.427	196.906
8.58558	98.1121	147.342	196.565
8.59138	97.7727	147.257	195.998
8.59719	98.6805	147.427	197.019
8.60299	98.5666	147.087	196.792
8.6088	97.8292	147.172	195.998
8.6146	98.3391	147.342	195.885
8.62041	98.6235	147.172	196.678
8.62621	98.1688	146.832	196.224
8.63202	97.6034	146.748	195.545
8.63782	98.6805	147.172	196.338
8.64363	98.2823	146.832	196.678
8.64943	97.9423	146.663	195.658
8.65524	98.2823	146.832	195.545
8.66104	98.3391	147.002	196.451
8.66685	98.2255	146.917	195.885
8.67265	97.5471	146.748	195.32
8.67846	98.7375	147.087	196.338
8.68426	98.5096	146.917	196.906
8.69007	98.2255	147.087	196.111
8.69587	98.1688	147.002	195.885
8.70168	98.8516	147.087	196.906
8.70748	97.8857	146.832
8.71329	97.7727	146.917
8.71909	98.7946	147.257
8.7249	98.5096	147.087
8.7307	98.2255	147.087
8.73651	98.1688	146.917
8.74231	98.8516	147.087
8.74812	98.1688	146.663
8.75392	97.6034	146.748
8.75973	98.6235	146.748
8.76553	98.4528	146.748
8.77134	98.3391	147.002
8.77714	98.2823	146.917
8.78295	98.9659	147.172
8.78875	97.9989	146.832
8.79456	97.7727	147.002
8.80036	98.7946	147.087
8.80617	98.6805	147.087
8.81197	98.3959	147.172
8.81778	98.1688	146.917
8.82358	98.8516	147.172
8.82939	97.9989	146.832
8.83519	97.8857	147.427
8.841	98.0555	146.832	98.9088
8.8468	97.9989	146.24	99.0803
8.85261	97.7727	146.324	99.0803
8.85841	98.6805	146.917	98.7375
8.86422	98.7946	146.324	98.7375
8.87002	97.4907	144.393	98.3391
8.87583	97.6598	147.512	97.6034
8.88163	98.3391	145.23	98.1121
8.88744	98.4528	148.624	98.4528
8.89324	98.9088	149.054	98.7375
8.89905	97.7162	145.398	98.0555
8.90485	99.3095	146.494	98.0555
8.91066	99.0803	148.624	98.3959
8.91646	148.624	98.3959
8.92227	147.172	98.3391
8.92807	147.512	98.4528
8.93388	146.071	98.0555
8.93968	146.324	98.2255
8.94549	146.578	98.5666
8.95129	148.11	98.0555
8.9571	146.578	97.7727
8.9629	145.566	98.0555	479.269
8.96871	146.917	98.1688	508.062
8.97451	145.902	97.2657	494.454
8.98032	146.071	97.9989	494.169
8.98612	146.832	97.9989	494.454
8.99193	146.832	97.9423	494.74
8.99773	146.155	98.1688	494.454
9.00354	145.987	98.5666	494.169
9.00934	147.002	98.1121	495.312
9.01515	146.663	98.1121	495.598
9.02095	146.24	98.3391	495.598
9.02676	147.172	98.5096	495.598
9.03256	147.087	97.9423	493.883
9.03837	147.257	98.2823	493.313	196.451
9.04417	147.342	98.4528	495.026	195.998
9.04998	147.342	98.3391	496.171	197.019
9.05578	144.978	97.8292	496.171	198.161	596.561
9.06159	144.227	98.4528	492.175	195.658	586.651
9.06739	147.172	98.6805	493.313	195.658	585.974
9.0732	146.832	98.1688	493.883	195.885	586.99
9.079	98.1121	496.171	195.998	587.669
9.08481	98.7375	494.454	195.885	588.008
9.09061	98.4528	493.313	195.998	587.669
9.09642	98.1688	496.457	196.338	588.008
9.10222	98.5096	494.74	196.451	587.33
9.10803	98.7946	494.454	196.111	588.008
9.11383	98.2823	496.171	195.998	587.669
9.11964	98.5666	495.884	196.111	588.008
9.12544	98.5096	494.454	196.224	589.028
9.13125	98.3959	495.884	196.451	587.669
9.13705	98.1121	495.312	196.224	589.369
9.14286	98.4528	494.74	196.565	589.028
9.14866	98.4528	495.312	196.224	587.669
9.15447	98.2255	493.883	195.771	587.669
9.16027	98.2255	494.74	195.885	587.669
9.16608	98.5096	495.026	196.224	587.669
9.17188	98.2823	494.169	195.658	588.348
9.17769	98.2823	493.598	195.771	587.33
9.18349	98.2823	494.169	196.451	588.008
9.1893	98.2823	493.883	196.224	588.008
9.1951	98.2255	494.454	196.111	587.669
9.20091	98.1688	494.74	196.338	588.008
9.20671	98.4528	495.312	196.451	588.688
9.21252	98.3959	196.451	588.348
9.21832	98.3391	196.224	588.348
9.22413	98.3959	196.678	587.33
9.22993	98.6235	196.565	588.688
9.23574	98.2255	196.224	588.688
9.24154	98.1688	196.338	588.688
9.24735	98.5096	196.451	588.688
9.25315	98.3959	196.224	587.33
9.25896	98.1121	196.224	588.008
9.26476	98.2255	196.451	587.669
9.27057	98.3391	196.224	587.669
9.27637	98.0555	195.998	589.369
9.28218	97.9989	196.111	587.33
9.28798	98.4528	195.998	587.669
9.29379	98.3959	196.224	587.669
9.29959	98.0555	196.224	587.669
9.3054	98.2255	196.451	589.028
9.3112	98.5096	196.678	588.008
9.31701	98.2823	588.008
9.32281	98.2255	588.008
9.32862	98.5666	589.028
9.33442	98.5096	589.369
9.34023	98.2255	589.028
9.34603	98.2823	589.369
9.35184	98.5096	588.008
9.35764	98.2255	588.008
9.36345	98.1121	588.008
9.36925	98.3391	588.008
9.37506	98.3959	588.348
9.38086	98.0555	588.348
9.38667	98.1688	587.33
9.39247	98.4528	588.008
9.39828	98.2255	588.008
9.40408	98.0555	588.008
9.40989	98.3959	588.688
9.41569	98.5096	588.348
9.4215	98.2823	588.688
9.4273	98.3391	587.669
9.43311	98.5096	588.348
9.43891	98.2823	588.348
9.44472	98.3391	588.688
9.45052	98.3391	588.688
9.45633	98.3959	587.669
9.46213	98.1688	586.99
9.46794	98.2255	588.008
9.47374	98.4528	588.008
9.47955	98.2823	588.348
9.48535	98.0555	588.348
9.49116	98.2823	586.651
9.49696	98.3391	587.669
9.50277	98.1121	587.669
9.50857	98.1688	587.669
9.51438	98.4528	589.369
9.52018	98.3959	587.33
9.52599	98.2255	588.348
9.53179	98.3959	588.348
9.5376	98.4528	587.669
9.5434	98.1688	588.688
9.54921	98.1688	587.669
9.55501	98.3959	588.008
9.56082	98.3391	588.008
9.56662	98.1688	587.33
9.57243	98.2823	587.33
9.57823	98.3391	588.688
9.58404	98.1121	587.669
9.58984	98.0555	587.669
9.59565	98.2823	588.008
9.60145	98.2823	588.008
9.60726	98.1121	588.008
9.61306	98.2823	588.008
9.61887	98.4528	588.348
9.62467	98.2823	588.688
9.63048	98.2255	588.688
9.63628	98.3959	589.028
9.64209	98.4528	588.688
9.64789	98.3391	588.688
9.6537	98.4528	588.688
9.6595	98.5096	588.348
9.66531	98.2823	588.348
9.67111	98.3391	588.008
9.67692	98.2823	588.008
9.68272	98.3391	587.669
9.68853	98.1121	587.669
9.69433	98.1688	587.669
9.70014	98.3391	587.669
9.70594	98.2255	587.669
9.71175	98.1121	588.008
9.71755	98.3391	588.008
9.72336	98.3391	588.348
9.72916	98.2255	588.348
9.73497	98.3391	588.688
9.74077	98.5096	588.688
9.74658	98.4528	588.688
9.75238	98.2823	588.688
9.75819	98.3391	588.348
9.76399	98.3391	588.008
9.7698	98.1121	587.669
9.7756	98.0555	587.669
9.78141	98.2823	587.669
9.78721	98.2823	587.669
9.79302	98.1121	587.669
9.79882	98.2823	587.669
9.80463	98.3391	587.669
9.81043	98.1121	588.008
9.81624	98.1121	588.008
9.82204	98.3391	588.008
9.82785	98.3391	588.348
9.83365	98.2255	588.348
9.83946	98.3959	588.688
9.84526	98.5666	588.688
9.85107	98.3391	588.688
9.85687	98.1688	588.688
9.86268	98.3391	588.348
9.86848	98.3391	588.348
9.87429	98.1121	588.348
9.88009	98.2255	588.008
9.8859	98.3959	587.669
9.8917	98.1688	587.669
9.89751	98.1121	587.33
9.90331	98.2823	587.33
9.90912	98.3391	587.33
9.91492	98.0555	587.33
9.92073	98.2255	587.669
9.92653	98.3959	588.008
9.93234	98.2255	588.348
9.93814	98.2255	588.688
9.94394	98.3959	588.688
9.94975	98.4528	588.688
9.95555	98.1688	588.348
9.96136	98.3391	588.348
9.96716	98.4528	588.348
9.97297	98.3391	588.348
9.97878	98.2255	588.348
9.98458	98.3391	588.348
9.99039	98.3391	588.008
9.99619	98.0555	588.008
10.002	98.1121	588.008
10.0078	98.3391	588.008
10.0136	98.2823	588.008
10.0194	98.1121	588.008
10.0252	98.2823	588.008
10.031	98.3959	588.008
10.0368	98.1121	588.348
10.0426	98.1688	588.348
10.0484	98.3959	588.688
10.0542	98.3959	588.688
10.06	98.2823	588.688
10.0659	98.3959	588.688
10.0717	98.5666	588.348
10.0775	98.2255	588.348
10.0833	98.1688	588.348
10.0891	98.2823	588.008
10.0949	98.2255	588.008
10.1007	97.9989	587.669
10.1065	98.2255	587.669
10.1123	98.4528	587.669
10.1181	98.1121	587.669
10.1239	98.0555	588.008
10.1297	98.2823	588.008
10.1355	98.2823	588.008
10.1413	98.0555	588.008
10.1471	98.2255	588.348
10.1529	98.4528	588.348
10.1587	98.2255	588.348
10.1645	98.2255	588.348
10.1703	98.3959	588.348
10.1761	98.3959	588.008
10.1819	98.0555	588.008
10.1878	98.1688	588.008
10.1936	98.3391	588.008
10.1994	98.1688	588.008
10.2052	98.1121	588.008
10.211	98.5096	587.669
10.2168	98.2255	587.669
10.2226	97.9423	588.008
10.2284	98.4528	588.008
10.2342	98.6805	588.348
10.24	98.3959	588.348
10.2458	98.1121	588.348
10.2516	98.3959	588.688
10.2574	98.3959	588.688
10.2632	98.1121	588.688
10.269	98.2255	588.348
10.2748	98.5666	588.348
10.2806	98.3391	588.348
10.2864	98.1121	588.008
10.2922	98.3959	588.008
10.298	98.3959	587.669
10.3039	97.9989	587.669
10.3097	98.0555	587.669
10.3155	98.3959	587.669
10.3213	98.1688	587.669
10.3271	98.0555	587.669
10.3329	98.3391	587.669
10.3387	98.4528	588.008
10.3445	98.1121	588.348
10.3503	98.1688	588.348
10.3561	98.5096	588.688
10.3619	98.2823	588.688
10.3677	98.1121	588.688
10.3735	98.4528	588.688
10.3793	98.6235	588.348
10.3851	98.2823	588.688
10.3909	98.2823	588.348
10.3967	98.5096	588.348
10.4025	98.2255	588.008
10.4083	97.8857	587.669
10.4141	98.2255	587.33
10.42	98.3959	587.33
10.4258	97.9989	587.669
10.4316	98.0555	587.669
10.4374	98.5096	587.669
10.4432	98.3391	588.008
10.449	98.0555	588.008
10.4548	98.3391	588.348
10.4606	98.4528	588.688
10.4664	98.1688	588.688
10.4722	98.1688	589.028
10.478	98.6235	588.688
10.4838	98.4528	588.688
10.4896	98.1688	588.688
10.4954	98.3959	588.348
10.5012	98.5096	588.348
10.507	98.1121	588.008
10.5128	98.0555	588.008
10.5186	98.4528	587.669
10.5244	98.2823	587.669
10.5302	97.9989	588.008
10.5361	98.2823	588.008
10.5419	98.5096	588.348
10.5477	98.1121	588.348
10.5535	98.1688	588.348
10.5593	98.5666	588.348
10.5651	98.4528	588.688
10.5709	98.1121	588.688
10.5767	98.3959	588.688
10.5825	98.5666	588.688
10.5883	98.2255	588.688
10.5941	98.1121	588.688
10.5999	98.5096	588.348
10.6057	98.3959	588.008
10.6115	98.1121	588.008
10.6173	98.2823	587.669
10.6231	98.4528	587.669
10.6289	98.0555	587.669
10.6347	97.9423	587.669
10.6405	98.3391	587.669
10.6463	98.3391	587.669
10.6522	98.0555	588.008
10.658	98.3959	588.348
10.6638	98.6235	588.348
10.6696	98.2823	588.348
10.6754	97.9989	588.348
10.6812	98.3959	588.348
10.687	98.3959	588.688
10.6928	98.0555	588.688
10.6986	98.3391	588.688
10.7044	98.5666	588.348
10.7102	98.2823	588.348
10.716	98.0555	588.008
10.7218	98.4528	588.008
10.7276	98.2823	588.008
10.7334	98.2255	587.669
10.7392	98.1688	587.669
10.745	98.5096	587.669
10.7508	98.2823	588.008
10.7566	98.1121	588.348
10.7624	98.4528	588.348
10.7683	98.4528	588.688
10.7741	98.1121	589.028
10.7799	98.3391	589.028
10.7857	98.6235	589.028
10.7915	98.3391	589.028
10.7973	98.2255	589.028
10.8031	98.5096	588.688
10.8089	98.5096	588.688
10.8147	98.1121	588.348
10.8205	98.2255	588.348
10.8263	98.5096	588.008
10.8321	98.2255	588.008
10.8379	98.0555	588.348
10.8437	98.3959	588.348
10.8495	98.4528	588.348
10.8553	97.9989	588.348
10.8611	98.1688	588.348
10.8669	98.5096	588.688
10.8727	98.3391	588.688
10.8785	98.2255	588.688
10.8844	98.5096	589.028
10.8902	98.5666	588.688
10.896	98.1121	588.688
10.9018	98.2255	588.688
10.9076	98.5096	588.348
10.9134	98.2255	588.008	147.768
10.9192	97.9989	588.008	145.566
10.925	98.3959	587.669	146.071
10.9308	98.4528	587.33	147.939
10.9366	98.0555	587.33	146.748
10.9424	98.0555	587.33	145.902
10.9482	98.3959	587.669	147.598
10.954	98.1688	588.008	147.768
10.9598	97.8857	588.008	145.818
10.9656	98.2823	588.008	146.24
10.9714	98.4528	588.008	148.367
10.9772	98.2255	588.348	147.342
10.983	98.3391	588.348	145.987
10.9888	98.6235	588.688	147.512
10.9946	98.3959	588.688	147.854
11.0005	98.0555	588.688	146.071
11.0063	98.2823	588.688	146.494
11.0121	98.4528	588.688	148.796
11.0179	98.1688	588.688	147.598
11.0237	98.2255	588.348	145.902
11.0295	98.5666	588.008	147.342
11.0353	98.3391	588.008	147.598
11.0411	97.9423	587.669	145.734
11.0469	98.1688	587.669	146.071
11.0527	98.3391	587.669	148.281
11.0585	98.0555	588.008	147.172
11.0643	98.0555	588.008	145.65
11.0701	98.4528	588.008	147.342
11.0759	98.3959	588.348	148.11
11.0817	98.1688	588.688	146.071
11.0875	98.3959	588.688	146.155
11.0933	98.5096	588.688	148.453
11.0991	98.2255	588.688	147.257
11.1049	98.1688	588.688	145.734
11.1107	98.5096	588.688	147.512
11.1166	98.3959	588.688	148.453
11.1224	98.1688	588.348	146.324
11.1282	98.3391	588.008	145.902
11.134	98.4528	588.008	148.281
11.1398	98.1688	588.008	147.257
11.1456	97.9989	587.669	145.566
11.1514	98.3391	587.669	147.257
11.1572	98.2255	587.669	148.11
11.163	97.9423	587.669	146.071
11.1688	98.2255	587.669	145.818
11.1746	98.3959	587.669	148.11
11.1804	98.1688	588.008	147.342
11.1862	98.0555	588.008	145.566
11.192	98.4528	588.348	147.172
11.1978	98.3959	588.348	148.453
11.2036	98.2255	588.348	146.409
11.2094	98.3391	588.348	145.902
11.2152	98.5096	588.348	148.196
11.221	98.2255	588.348	147.342
11.2268	98.0555	588.348	145.566
11.2327	98.3391	588.348	147.257
11.2385	98.2823	588.008	148.453
11.2443	98.1121	588.008	146.494
11.2501	98.2823	588.008	145.818
11.2559	98.5096	588.008	148.025
11.2617	98.3391	588.008	147.512
11.2675	98.1121	588.008	145.566
11.2733	98.2823	588.008	147.002
11.2791	98.2255	588.008	148.367
11.2849	97.9989	588.008	146.324
11.2907	98.1688	588.348	145.566
11.2965	98.5666	588.348	148.196
11.3023	98.4528	588.348	147.854
11.3081	98.2255	588.348	145.818
11.3139	98.3391	588.688	146.917
11.3197	98.3391	588.348	148.196
11.3255	98.0555	588.348	146.324
11.3313	98.1121	588.008	145.566
11.3371	98.3959	588.008	148.025
11.3429	98.2823	588.008	147.768
11.3488	97.9989	587.669	145.734
11.3546	98.2255	587.669	146.663
11.3604	98.2823	587.669	148.025
11.3662	98.1121	588.008	146.409
11.372	98.0555	588.008	145.65
11.3778	98.2823	588.008	148.025
11.3836	98.2823	588.348	147.939
11.3894	98.1688	588.688	145.818
11.3952	98.4528	588.688	146.748
11.401	98.4528	588.688	148.281
11.4068	98.2255	588.348	146.748
11.4126	98.1688	588.348	145.818
11.4184	98.4528	588.688	147.939
11.4242	98.3959	588.688	147.854
11.43	98.1121	588.688	145.65
11.4358	98.2823	588.348	146.409
11.4416	98.3959	588.008	148.11
11.4474	98.2255	588.008	146.832
11.4532	98.0555	587.669	145.902
11.459	98.2823	588.008	147.768
11.4649	98.2823	588.008	147.768
11.4707	98.0555	588.008	145.734
11.4765	98.1688	588.348	146.409
11.4823	98.3391	588.348	147.939
11.4881	98.2823	588.688	146.748
11.4939	98.1121	588.688	145.818
11.4997	98.3391	589.028	147.768
11.5055	98.3959	588.688	148.025
11.5113	98.1121	588.688	145.987
11.5171	98.2255	588.348	146.409
11.5229	98.4528	588.348	147.939
11.5287	98.3391	588.348	146.832
11.5345	98.1121	588.688	145.398
11.5403	98.1121	588.688	145.734
11.5461	98.1688	588.348	145.482
11.5519	98.6805	588.008	145.314
11.5577	98.9088	587.669	147.598
11.5635	98.5096	587.33	149.918
11.5693	98.3959	587.669	149.313
11.5751	98.1688	587.33	147.087
11.581	98.0555	586.99	146.748
11.5868	98.2255	588.008	147.257
11.5926	98.2823	588.008	146.917
11.5984	98.1688	588.348	146.324
11.6042	97.9989	588.688	146.832
11.61	98.3959	588.688	147.683
11.6158	98.3391	589.369	147.087
11.6216	98.0555	589.028	146.917
11.6274	98.4528	588.688	147.512
11.6332	98.6805	588.688	147.342
11.639	98.2255	588.348	146.748
11.6448	98.1121	588.008	147.172
11.6506	98.5096	587.669	147.598
11.6564	98.1688	587.669	146.494
11.6622	98.0555	587.33	146.155
11.668	98.1688	587.669	146.917
11.6738	98.5096	587.33	147.087
11.6796	98.0555	587.669	146.578
11.6854	97.9423	587.33	146.832
11.6912	98.4528	587.669	147.512
11.6971	98.3391	587.669	146.917
11.7029	97.8857	588.008	146.663
11.7087	98.2823	588.348	147.257
11.7145	98.6235	588.688	147.342
11.7203	98.1688	588.688	146.663
11.7261	98.1121	588.688	146.917
11.7319	98.6235	588.688	147.598
11.7377	98.5096	588.688	147.002
11.7435	97.9423	588.348	146.748
11.7493	98.2255	588.348	147.257
11.7551	98.5096	588.348	147.342
11.7609	98.0555	588.348	146.663
11.7667	97.9989	588.008	146.663
11.7725	98.5666	588.008	147.342
11.7783	98.4528	587.669	146.832
11.7841	98.1121	587.669	146.578
11.7899	98.0555	587.669	147.002
11.7957	98.5096	588.008	147.342
11.8015	98.1121	588.008	146.917
11.8073	98.0555	588.688	146.832
11.8132	98.6235	588.688	147.427
11.819	98.5096	588.688	147.002
11.8248	97.9423	589.028	146.663
11.8306	98.2255	589.369	147.172
11.8364	98.6235	589.028	147.512
11.8422	98.1688	588.688	146.917
11.848	97.9989	588.688	146.748
11.8538	98.5666	588.348	147.342
11.8596	98.5096	588.348	147.087
11.8654	97.9423	588.008	146.578
11.8712	98.1121	588.008	146.917
11.877	98.5096	588.008	147.257
11.8828	97.9423	588.008	146.663
11.8886	97.7727	588.008	146.578
11.8944	98.4528	588.008	147.172
11.9002	98.4528	588.008	147.257
11.906	97.9423	588.008	146.663
11.9118	98.1688	588.348	146.832
11.9176	98.6235	588.348	147.257
11.9234	98.1688	588.348	146.748
11.9293	97.8292	588.348	146.494
11.9351	98.3959	588.348	147.257
11.9409	98.5096	588.348	147.512
11.9467	98.0555	588.348	146.917
11.9525	98.2255	588.348	147.002
11.9583	98.6235	588.008	147.342
11.9641	98.2255	588.008	146.917
11.9699	97.8292	587.669	146.578
11.9757	98.3959	587.669	147.172
11.9815	98.3959	587.669	147.172
11.9873	97.9989	588.008	146.409
11.9931	97.9423	588.008	146.494
11.9989	98.5666	587.669	147.257
12.0047	98.2823	587.669	147.172
12.0105	97.9423	588.008	146.832
12.0163	98.5096	588.348	147.342
12.0221	98.5096	588.688	147.427
12.0279	97.9423	588.688	146.663
12.0337	98.1121	588.688	146.578
12.0395	98.6805	588.348	147.257
12.0454	98.2823	588.348	147.087
12.0512	97.8857	588.008	146.663
12.057	98.3391	588.008	147.172
12.0628	98.3959	587.669	147.427
12.0686	97.8857	587.669	146.578
12.0744	97.9423	587.669	146.409
12.0802	98.5096	587.669	147.087
12.086	98.1688	587.33	147.002
12.0918	97.7727	587.669	146.409
12.0976	98.2823	587.669	146.917
12.1034	98.3959	587.669	147.427
12.1092	97.8292	588.008	146.663
12.115	97.9423	588.348	146.494
12.1208	98.5666	588.348	147.427
12.1266	98.2823	588.348	147.427
12.1324	98.0555	588.688	146.748
12.1382	98.5096	588.688	147.087
12.144	98.6235	588.688	147.512
12.1498	98.2255	589.028	146.832
12.1556	97.9989	588.688	146.578
12.1615	98.6235	588.348	147.342
12.1673	98.2823	588.008	147.257
12.1731	97.9423	588.008	146.494
12.1789	98.3959	588.008	146.832
12.1847	98.5096	587.669	147.257
12.1905	97.9423	588.008	146.578
12.1963	97.8292	588.008	146.24
12.2021	98.3959	588.008	147.172
12.2079	98.1688	588.008	147.427
12.2137	97.8292	588.008	146.494
12.2195	98.3959	588.348	146.917
12.2253	98.6235	588.688	147.598
12.2311	98.1688	588.688	147.002
12.2369	98.1121	588.688	146.578
12.2427	98.5666	588.348	147.342
12.2485	98.2823	588.348	147.427
12.2543	97.8292	588.688	146.494
12.2601	98.3391	588.688	146.832
12.2659	98.5666	588.688	147.598
12.2717	98.1121	588.348	147.087
12.2776	98.0555	588.008	146.494
12.2834	98.6235	587.669	147.257
12.2892	98.2255	587.33	147.172
12.295	98.0555	587.33	146.155
12.3008	98.1121	587.33	146.578
12.3066	98.4528	587.33	147.512
12.3124	97.9989	587.669	147.002
12.3182	97.9989	588.008	146.324
12.324	98.5666	588.008	147.172
12.3298	98.3959	588.348	147.598
12.3356	97.9989	588.348	146.578
12.3414	98.3391	588.688	146.832
12.3472	98.5666	588.688	147.768
12.353	98.1688	588.348	147.342
12.3588	98.0555	588.348	146.494
12.3646	98.5666	588.348	147.342
12.3704	98.3391	588.348	147.683
12.3762	97.8857	588.008	146.494
12.382	98.1688	588.008	146.494
12.3878	98.4528	587.669	147.512
12.3937	98.0555	587.669	147.172
12.3995	97.9989	587.669	146.24
12.4053	98.5666	588.008	146.917
12.4111	98.3391	587.669	147.683
12.4169	98.5096	587.669	151.572
12.4227	97.9989	586.99	152.714
12.4285	97.9423	586.99	155.294
12.4343	98.6805	586.651	154.4	150.96
12.4401	103.049	585.974	153.156	149.572
12.4459	98.7946	587.33	149.054	148.882
12.4517	98.7946	588.688	147.087	147.087
12.4575	98.2823	588.348	147.257	147.087
12.4633	98.4528	588.348	147.427	147.427
12.4691	98.4528	588.348	147.342	147.172
12.4749	98.2823	588.008	145.902	146.494
12.4807	98.0555	588.008	146.494	147.002
12.4865	98.2255	587.669	146.917	146.832
12.4923	98.6805	588.008	146.748	146.748
12.4981	97.7727	588.008	147.087
12.5039	98.0555	588.008	146.917
12.5098	98.5666	588.348	146.917
12.5156	98.5666	588.348	146.748
12.5214	98.0555	588.688	147.087
12.5272	98.9659	589.028	146.917
12.533	98.3959	588.688	147.087
12.5388	98.5666	589.369	147.427
12.5446	99.3095	589.028	147.427
12.5504	98.7946	589.028	147.257
12.5562	98.8516	589.369	147.087
12.562	98.4528	588.688	147.427
12.5678	99.3095	588.348	147.172
12.5736	98.3959	588.348	146.832
12.5794	98.3391	588.688	147.087
12.5852	98.0555	588.688	147.342
12.591	98.6235	588.008	146.917
12.5968	98.7946	588.008	146.832
12.6026	98.1688	588.348	147.257
12.6084	98.1121	587.669	147.002
12.6142	98.3391	587.669	146.832
12.62	98.2823	587.669	146.917
12.6258	97.8857	587.669	147.257
12.6317	98.5096	588.008	146.917
12.6375	98.6805	588.688	146.832	197.019
12.6433	98.1688	588.348	147.342	195.094
12.6491	98.2823	588.348	147.342	195.885
12.6549	98.6805	588.348	147.087	197.361
12.6607	97.8292	588.688	147.087	196.338
12.6665	97.9423	588.688	147.257	195.545
12.6723	98.6805	589.028	146.832	195.885
12.6781	98.6235	588.348	146.748	196.678
12.6839	98.1121	588.348	147.172	195.432
12.6897	98.9088	588.008	147.087	195.771
12.6955	98.5096	588.348	146.748	196.792
12.7013	98.1121	588.008	146.748	195.998
12.7071	97.8857	588.008	147.087	195.094
12.7129	98.5096	588.008	146.748	195.771
12.7187	98.5096	588.008	146.578	196.906
12.7245	98.1688	588.688	147.172	195.545
12.7303	98.1688	588.348	147.002	195.771
12.7361	97.8292	588.348	146.917	195.998
12.742	98.1121	588.688	146.917	196.224
12.7478	98.6235	588.688	147.427	195.432
12.7536	98.4528	589.028	147.087	195.885
12.7594	98.6805	589.369	146.917	196.678
12.7652	98.4528	588.688	147.087	195.771
12.771	98.1688	589.028	147.002	195.885
12.7768	98.0555	589.709	147.087	196.224
12.7826	98.3959	589.028	147.257	196.224
12.7884	98.2255	589.028	147.427	195.432
12.7942	98.3391	588.688	147.002	195.885
12.8	98.5096	588.348	146.832	196.451
12.8058	98.1121	588.348	147.087	195.545
12.8116	98.2823	586.99	147.087	195.998
12.8174	98.6235	588.348	146.494	196.906
12.8232	96.9852	579.913	147.342	195.207	509.531
12.829	98.3959	560.483	147.002	192.742	523.553
12.8348	99.7695	533.629	146.578	196.224	533.937
12.8406	98.7946	506.596	145.987	196.338	531.476
12.8464	98.2823	542.33	148.968	197.703	522.044
12.8522	98.2255	148.71	197.475	522.647
12.858	98.5096	147.768	195.432	523.856
12.8639	98.5666	147.087	196.451	524.159
12.8697	99.0231	147.768	197.019	524.461
12.8755	98.4528	145.818	196.338	524.159
12.8813	98.0555	146.578	196.451	523.553
12.8871	97.8857	147.172	195.998	522.949
12.8929	98.1121	146.663	195.885	522.949
12.8987	98.1121	146.494	196.678	523.856
12.9045	97.3782	146.494	195.545	524.159
12.9103	97.9989	147.172	195.771	524.159
12.9161	98.6805	146.748	196.565	523.856
12.9219	98.4528	146.663	195.658	522.647
12.9277	97.7727	147.683	195.885	522.949
12.9335	97.8857	146.324	195.998	523.251
12.9393	98.0555	146.24	195.998	524.159
12.9451	97.8857	147.002	195.885	524.461
12.9509	97.9423	147.172	195.432	524.461
12.9567	98.9659	147.598	196.451	523.856
12.9625	98.1688	146.324	196.451	523.856
12.9683	97.7727	147.427	195.658	524.159
12.9741	147.172	196.451	525.068
12.98	147.512	196.451	525.068
12.9858	147.598	195.771	524.461
12.9916	147.939	196.111	523.553
12.9974	146.24	196.111	523.251
13.0032	146.832	196.224	523.553
13.009	147.683	195.658	524.461
13.0148	146.832	195.545	524.461
13.0206	146.494	196.111	523.856
13.0264	147.087	195.885	522.949
13.0322	147.002	195.32	522.949
13.038	146.578	196.451	523.553
13.0438	146.748	195.885	524.159
13.0496	147.002	195.885	524.765
13.0554	146.663	196.224	524.159
13.0612	146.155	195.998	523.553
13.067	147.002	196.111	523.856
13.0728	147.768	196.224	524.461
13.0786	146.494	196.678	525.371
13.0844	146.494	195.998	525.371
13.0902	147.427	195.545	524.159
13.0961	147.342	196.565	523.553
13.1019	146.155	196.565	523.553
13.1077	147.257	195.32	524.159
13.1135	147.854	195.885	524.461
13.1193	146.917	196.565	524.765
13.1251	146.832	195.658	523.553
13.1309	147.427	195.545	522.949
13.1367	147.087	195.885	523.251
13.1425	146.494	196.565	523.856
13.1483	147.512	195.998	524.159
13.1541	147.257	195.32	524.461
13.1599	146.494	196.678	523.553
13.1657	146.917	196.451	523.251
13.1715	147.002	195.432	523.553
13.1773	147.087	196.224	524.461
13.1831	146.578	196.451	525.371
13.1889	147.342	196.111	525.068
13.1947	147.002	195.998	523.553
